,0,1,2,3
24019,https://entity.api.hubmapconsortium.org/entities/a69367866979f878635b2b665a6a7e0c,Kidney,,
24112,https://entity.api.hubmapconsortium.org/entities/aa97a7c3e11e210bfa1629ee467bdcf6,Kidney,,
24182,https://entity.api.hubmapconsortium.org/entities/aaedb5272190e61bf557d3b0a1bc591f,Kidney,,
24203,https://entity.api.hubmapconsortium.org/entities/ad312fba7d484a57f4a9b0d05977b521,Kidney,,
24333,https://entity.api.hubmapconsortium.org/entities/ae69348842e9e11be18cb3af99db834e,Kidney,,
24399,https://entity.api.hubmapconsortium.org/entities/aeaaa0536b87935ad50cf69f1a0c3b1a,Kidney,,
24445,https://entity.api.hubmapconsortium.org/entities/aece0d5303d9ce959cdab34a9e9f3003,Kidney,,
24483,https://entity.api.hubmapconsortium.org/entities/af5741dad7aecf7960a129c3d2ae642a,Kidney,,
24518,https://entity.api.hubmapconsortium.org/entities/b05c21f9c94ce1a22a9694cd0fe0291e,Kidney,,
24547,https://entity.api.hubmapconsortium.org/entities/b07a1fb96ddc2d4119e1f9a73d9c0a6a,Kidney,,
24593,https://entity.api.hubmapconsortium.org/entities/b0c09583b2a1b3c82eddce71706dba4b,Kidney,,
24634,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,Respiratory System,,
24870,https://entity.api.hubmapconsortium.org/entities/b1ac71625c1aba9d819fae1725c27a42,Heart,,
24975,https://entity.api.hubmapconsortium.org/entities/b340bb5715f967aa74d1b8eaeec0d475,Respiratory System,,
25081,https://entity.api.hubmapconsortium.org/entities/b3d66a3ef05dcca3984087b155c6e915,Kidney,,
25150,https://entity.api.hubmapconsortium.org/entities/b5ff6c347488c45deafeb6316dc7925b,Kidney,,
25308,https://entity.api.hubmapconsortium.org/entities/b95f34761c252ebbd1e482cd9afae73f,Kidney,,
25336,https://entity.api.hubmapconsortium.org/entities/b99fc30c4195958fbef217fa9ed9ec8f,Kidney,,
25491,https://entity.api.hubmapconsortium.org/entities/bba1f664447f3bf1bccb0b6ebf2f61ad,Kidney,,
25532,https://entity.api.hubmapconsortium.org/entities/bbcad31a55b1710dd5f889be8f63b62b,Kidney,,
25575,https://entity.api.hubmapconsortium.org/entities/bc26df5c01b624841a51e60cd8229c51,Kidney,,
25616,https://entity.api.hubmapconsortium.org/entities/bca0d1d7fcb2bdcde16a31d1484e83e5,Kidney,,
25662,https://entity.api.hubmapconsortium.org/entities/be103f95cc6c1a3e48f099d1bd149a49,Ureter,,
25731,https://entity.api.hubmapconsortium.org/entities/bf1896efe41bb1b17eee3bd77072454d,Kidney,,
25774,https://entity.api.hubmapconsortium.org/entities/c05a38c5210b870281b5aea01e290339,Kidney,,
25955,https://entity.api.hubmapconsortium.org/entities/c616de3ce57804ede2dd519a1c8addf2,Heart,,
26013,https://entity.api.hubmapconsortium.org/entities/c6bb00096b0cf40751f9d6003fb730c7,Heart,,
26069,https://entity.api.hubmapconsortium.org/entities/c7beda8afe491243d634e3fd0531489b,Kidney,,
26138,https://entity.api.hubmapconsortium.org/entities/ca35382d67c90d4d9bca1ee16526b1d3,Respiratory System,,
26383,https://entity.api.hubmapconsortium.org/entities/cdf9127efdfc96189845c35244d4d8ab,Kidney,,
26481,https://entity.api.hubmapconsortium.org/entities/d0c1bd09443c301413f44f7108d20e08,Respiratory System,,
26588,https://entity.api.hubmapconsortium.org/entities/d0f164331f53f745cfa3e67bf3feb22d,Heart,,
26643,https://entity.api.hubmapconsortium.org/entities/d171ff8d83f707ecca64ff159c7160a7,Respiratory System,,
26762,https://entity.api.hubmapconsortium.org/entities/d1e9f509063984326570cf603c5654f2,Kidney,,
26807,https://entity.api.hubmapconsortium.org/entities/d363e6062d4962bc7ef44d1d94afec62,Kidney,,
26848,https://entity.api.hubmapconsortium.org/entities/d482512016a61ef479960e2cb58552f2,Kidney,,
26890,https://entity.api.hubmapconsortium.org/entities/d655e506e3e07f345c65c3cc90d045e2,Kidney,,
26947,https://entity.api.hubmapconsortium.org/entities/d68e7b99290b6b7cca686b54955a2c22,Kidney,,
26988,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,Heart,,
27043,https://entity.api.hubmapconsortium.org/entities/d87b2121ee1a5777c29a69307f806328,Kidney,,
27085,https://entity.api.hubmapconsortium.org/entities/d88c483eea56204fd3282c5f62f31f0d,Kidney,,
27127,https://entity.api.hubmapconsortium.org/entities/d8ec264c4660ef7053764f71ae1789d0,Respiratory System,,
27242,https://entity.api.hubmapconsortium.org/entities/dab09765ac710804749b195462381b32,Kidney,,
27287,https://entity.api.hubmapconsortium.org/entities/dbe24793ebc30c47e241150cccf4b0d1,Kidney,,
27332,https://entity.api.hubmapconsortium.org/entities/dc535e26fd17b8286a57d6dcd734c648,Kidney,,
27368,https://entity.api.hubmapconsortium.org/entities/dd648e4648238b25a7d1062669ea89af,Respiratory System,,
27479,https://entity.api.hubmapconsortium.org/entities/de78115cc476af9422f916ddfbccbfb6,Heart,,
27560,https://entity.api.hubmapconsortium.org/entities/e3d2be85088ae5073758e6609167407a,Kidney,,
27603,https://entity.api.hubmapconsortium.org/entities/e5f7a14d93659bd0b8dc2819ffa9bc4b,Ureter,,
27762,https://entity.api.hubmapconsortium.org/entities/e81c9c9753998b2ca69e8bceadf2409d,Respiratory System,,
27869,https://entity.api.hubmapconsortium.org/entities/e901621d0400c18d3d69decd46a82c84,Kidney,,
27912,https://entity.api.hubmapconsortium.org/entities/ea4cfecb8495b36694d9a951510dc3c6,Kidney,,
27982,https://entity.api.hubmapconsortium.org/entities/ed630484e46ea49b319c0e1f92140059,Respiratory System,,
28089,https://entity.api.hubmapconsortium.org/entities/ee6e44b3e6cb77ef1806e722390a01a8,Respiratory System,,
28201,https://entity.api.hubmapconsortium.org/entities/f0d9d828d7d1e61289d72e52fafafafa,Kidney,,
28244,https://entity.api.hubmapconsortium.org/entities/f220c9e7bcaea3a87162cbe61287ea4d,Ureter,,
28391,https://entity.api.hubmapconsortium.org/entities/f3a05f31c6ea4e2315bc66ff468a5a0a,Kidney,,
28454,https://entity.api.hubmapconsortium.org/entities/f4b3c0e24e09e1e8c16f2e4e190a8cbb,Kidney,,
28495,https://entity.api.hubmapconsortium.org/entities/f7a8e78dea9cf70735059e8b4a179701,Respiratory System,,
28762,https://entity.api.hubmapconsortium.org/entities/f88e96675a3215474570083edad66e0c,Kidney,,
28801,https://entity.api.hubmapconsortium.org/entities/f9848244883f6c70972acef16680431a,Respiratory System,,
28959,https://entity.api.hubmapconsortium.org/entities/faa1acc13943ee9d365b6cc6a3ea889f,Respiratory System,,
29062,https://entity.api.hubmapconsortium.org/entities/fae9a1f2e7abefca2203765a3c7a5ba1,Kidney,,
29105,https://entity.api.hubmapconsortium.org/entities/fb94e862fe33f171de6e07d2d207d0de,Kidney,,
29126,https://entity.api.hubmapconsortium.org/entities/fbb43e7c05d88c8700af94a32cb4e21d,Kidney,,
29170,https://entity.api.hubmapconsortium.org/entities/fcd7a8d45be34fdccb8fa400ea81a331,Kidney,,
29213,https://entity.api.hubmapconsortium.org/entities/fd57a928d9f3cee7e95d284f1d5b9935,Heart,,
29270,https://entity.api.hubmapconsortium.org/entities/fdfa344add5dcf9e8e0f6572efbf9312,Kidney,,
29314,https://entity.api.hubmapconsortium.org/entities/fe0ded5fc0355c95239f9c040dd31e99,Kidney,,
29334,https://entity.api.hubmapconsortium.org/entities/feea9accbe57b7a052563895ac543d91,Kidney,,
1,,,11.311072,4.318343
2,,,11.455267,4.265742
3,,,10.861884,3.8901381
4,,,11.67037,4.0778995
5,,,11.477072,4.185817
6,,,10.923355,4.1567583
7,,,11.545719,4.2355075
8,,,11.514056,4.0712185
9,,,12.018538,6.1107526
10,,,11.580597,6.287275
11,,,11.913575,6.2395296
12,,,12.881064,6.4602847
13,,,12.140302,5.4668937
14,,,12.045183,5.573874
15,,,12.095752,5.551079
16,,,12.495647,5.516896
17,,,12.461229,5.5559626
18,,,12.782668,6.0190387
19,,,12.52272,6.206651
20,,,12.385758,6.4087596
21,,,12.039973,6.1928973
22,,,11.785421,6.277035
23,,,13.8837185,5.8212476
24,,,13.188696,6.5850563
25,,,12.312125,6.9053264
26,,,12.23137,6.28412
27,,,11.813028,6.409019
28,,,12.165792,6.0488973
29,,,12.745134,6.5724406
30,,,13.312094,5.8741264
31,,,11.942787,6.165205
32,,,11.856465,6.416647
33,,,12.420756,6.1565123
34,,,12.163145,6.359631
35,,,12.996352,6.7454863
36,,,13.31029,6.4064183
37,,,11.929956,6.205565
38,,,12.049167,6.103279
39,,,11.758067,6.5429077
40,,,12.518967,6.240888
41,,,12.912367,6.5863113
42,,,13.390633,5.977042
43,,,12.137741,5.3555713
44,,,12.226577,5.3478336
45,,,12.188298,5.4285007
46,,,12.176447,5.3030205
47,,,12.733061,5.6790495
48,,,12.604662,5.5902295
49,,,12.674415,5.7013865
50,,,12.650013,5.731434
51,,,12.577571,5.612812
52,,,12.691235,5.5950685
53,,,12.861151,5.9860764
54,,,13.066572,5.7552853
55,,,12.678772,7.36601
56,,,12.488409,7.534249
57,,,12.478668,7.1413746
58,,,12.606359,7.693384
59,,,12.754184,6.949072
60,,,12.712152,6.8117743
61,,,12.284753,7.6500053
62,,,12.219036,7.5189304
63,,,12.037692,7.4279337
64,,,12.331599,7.6567135
65,,,13.197759,6.8747606
66,,,12.837027,6.688858
67,,,12.337681,7.384732
68,,,12.479829,7.4375944
69,,,12.289975,7.321576
70,,,11.865512,6.9184084
71,,,12.901364,7.0926557
72,,,13.252319,6.752031
73,,,12.071304,7.422013
74,,,12.167361,7.540635
75,,,11.7477665,6.7068563
76,,,11.972095,7.237861
77,,,13.025264,6.993796
78,,,13.184618,7.0069857
79,,,12.119598,7.3918233
80,,,12.079595,7.171678
81,,,12.477394,7.4493227
82,,,12.19339,7.0460744
83,,,13.065796,7.0465574
84,,,13.098956,6.2776318
85,,,12.694502,7.396213
86,,,12.4189825,7.566076
87,,,12.1454935,6.9291835
88,,,12.419971,7.5831428
89,,,12.869397,6.7814627
90,,,13.195536,6.8784575
91,,,12.236082,5.897166
92,,,11.600234,4.6015244
93,,,11.755936,4.3843465
94,,,12.548774,5.677745
95,,,11.359486,4.853395
96,,,12.02848,5.748655
98,,,-6.0511036,-0.0060456386
99,,,13.469213,5.152173
100,,,-7.3347306,1.5269845
101,,,-9.716948,1.8324906
102,,,-5.8964224,0.9329711
103,,,-7.971771,1.49709
104,,,-7.3547525,1.5516282
105,,,-8.7245865,1.386062
106,,,-9.193199,3.2685254
107,,,-8.895607,0.38036057
108,,,11.031697,4.0507135
109,,,-9.372697,1.9594434
110,,,-7.097208,1.4316325
111,,,-7.799298,3.4221437
112,,,-7.2589555,1.4293996
113,,,-8.946957,3.4391587
114,,,-8.230908,2.9553506
115,,,-8.138485,2.0630696
116,,,-9.213569,3.175619
117,,,-8.505877,0.9754805
118,,,-9.03098,3.980389
119,,,-8.238309,0.6651331
120,,,-5.9577136,-0.057790004
121,,,11.188083,3.773058
122,,,-9.971256,2.0696037
123,,,11.496955,5.1976757
124,,,14.045202,5.61034
125,,,-9.067669,-0.5509919
126,,,13.993977,5.5443416
127,,,-7.7896523,3.6722136
128,,,-8.773741,3.3344018
129,,,-9.813624,2.2191749
130,,,-7.804282,3.733187
131,,,13.488309,5.3851967
132,,,-7.740389,3.2550778
133,,,13.275484,5.2634697
134,,,13.219699,5.06069
135,,,10.988529,3.9553201
136,,,-8.382407,1.0979314
137,,,-7.213998,-0.3220265
138,,,-9.035718,4.216203
139,,,14.089249,5.5487766
140,,,-9.138572,-0.6630045
141,,,11.430604,4.79498
142,,,-7.930561,3.7056699
143,,,-9.181171,-0.703788
144,,,-9.477554,4.743266
145,,,-9.434773,4.722373
146,,,-8.169487,0.4460014
147,,,13.48596,5.207879
148,,,-9.002573,-0.4845875
149,,,13.134245,5.2086043
150,,,-8.742972,0.47891444
151,,,11.388597,4.6965356
152,,,-6.4081573,0.13613273
153,,,-8.797197,0.15621491
154,,,-5.9109044,0.92265046
155,,,11.306413,4.146717
156,,,-8.613473,3.6100576
157,,,13.231626,5.021436
158,,,-9.17716,1.5341876
159,,,-9.212989,4.368274
160,,,14.057516,5.5765085
161,,,-6.885487,0.38904914
162,,,-6.074134,-0.058544032
163,,,-9.885566,1.6936504
164,,,-6.989513,0.37386155
165,,,11.496935,3.8172798
166,,,-9.185991,4.4144354
167,,,-7.0733323,0.4561751
168,,,-9.615666,3.877351
169,,,13.222968,5.051557
170,,,11.191377,4.115946
171,,,-8.516872,3.6235125
172,,,-9.825003,3.7617176
173,,,-5.923737,0.9257333
174,,,-8.942245,3.3551674
175,,,11.273111,4.7934895
176,,,-7.7772565,1.8591514
177,,,-6.156201,-0.15848766
178,,,-9.837652,1.7603117
179,,,-7.83753,1.7328998
180,,,11.1502495,3.6256752
181,,,-8.407514,0.68659365
182,,,-9.518765,2.260773
183,,,13.113633,5.30788
184,,,-9.158622,-0.68088746
185,,,-6.0129724,-0.032256465
186,,,-6.21007,-0.002020525
187,,,-8.147851,3.0500479
188,,,-8.379655,3.9307675
189,,,-6.940534,0.18121518
190,,,-6.987208,0.3429344
191,,,11.536575,3.829581
192,,,-8.57338,3.757381
194,,,-9.868143,1.8820118
195,,,-9.5903845,1.6223948
196,,,11.592018,5.4968834
197,,,-9.041435,4.06389
198,,,-9.736745,3.625707
199,,,-7.341217,0.002063412
200,,,-6.2671137,0.022283511
201,,,-8.056908,2.1324058
202,,,10.939529,3.782873
203,,,-7.500802,0.056721315
204,,,-7.0625625,1.1982055
205,,,-8.907587,1.0380487
206,,,-9.454742,1.9633911
207,,,-8.966507,2.7453568
208,,,-9.28914,4.558123
209,,,-5.954512,-0.042435873
210,,,-7.0648804,-0.56747466
211,,,-8.629603,0.3092364
212,,,-8.185195,3.0630333
213,,,-9.882163,2.0611517
214,,,-7.701303,0.06133487
215,,,-8.483712,3.5213542
216,,,-9.115081,2.4618928
217,,,-8.924947,3.4630718
218,,,-8.386383,3.2784433
219,,,-9.134757,4.32187
220,,,-8.9581175,0.87437886
221,,,-7.765257,2.0086787
222,,,-9.242626,-0.77044743
223,,,-8.922808,2.7531538
224,,,-7.7775636,3.2712843
225,,,-5.894021,0.050075296
226,,,-6.2223206,-0.04105843
227,,,-7.0548983,1.2112854
228,,,11.249073,3.718183
229,,,-8.666784,3.7829404
230,,,-7.2314944,1.4609638
231,,,-7.0286393,0.2590635
232,,,14.13058,5.653635
233,,,-8.598245,3.532812
234,,,-8.19539,1.3909122
235,,,-8.6917095,3.9287984
237,,,-7.0368924,-0.578034
238,,,11.098904,4.723086
239,,,-9.46633,1.7588015
240,,,11.008362,4.8733997
241,,,-7.7935286,1.795953
242,,,-7.450831,0.13725138
243,,,-9.096257,-0.58130205
244,,,13.33936,5.054592
245,,,-8.700358,1.6919653
246,,,-8.885227,3.3661115
247,,,-9.676676,2.396319
248,,,11.281671,4.675455
249,,,-6.8274665,-0.22343363
250,,,-9.805133,1.7489011
251,,,-9.852138,1.6992781
252,,,11.12484,3.6203916
253,,,-8.547358,1.2863553
254,,,-8.521602,1.3897765
255,,,-8.201786,3.0803227
256,,,-8.366357,3.9021182
257,,,-9.437164,4.7296696
258,,,-9.441773,1.964883
259,,,11.079667,3.9849586
260,,,-8.896656,0.9721443
261,,,-9.378716,4.641784
262,,,13.429173,5.266097
263,,,-8.95268,2.8108358
264,,,-8.369547,3.2713602
265,,,-8.4931,0.16168913
266,,,-9.516532,4.720857
267,,,11.219045,4.9181743
268,,,12.007725,5.776627
269,,,-8.379697,1.1159028
270,,,-8.4913225,3.871893
271,,,-8.719351,1.354051
272,,,-8.910571,1.124181
273,,,-5.9542108,0.86346185
274,,,-9.415593,4.0888753
275,,,-8.523642,1.6028416
276,,,-9.283267,4.561126
277,,,-9.716235,2.323749
278,,,-8.809845,-0.20244253
279,,,-7.188652,1.4800668
280,,,-8.409679,0.5076806
281,,,-8.690098,3.1325083
282,,,-9.299798,4.104465
283,,,-5.8803005,0.9713256
284,,,-7.093959,-0.5079026
285,,,11.131251,4.8009667
287,,,-9.240677,4.1070337
288,,,10.998072,4.065414
289,,,-8.47268,0.22822146
290,,,-7.1181097,-0.49231187
291,,,-7.7110634,3.715022
292,,,-9.350884,2.1365592
293,,,-8.842398,3.184113
294,,,-8.723672,0.09170411
295,,,-8.684566,0.97176796
296,,,-9.105591,-0.59920585
297,,,-7.239081,1.4559617
298,,,-9.9501705,2.116447
299,,,-8.610721,0.29179412
300,,,-8.498617,0.8245371
301,,,-9.044459,1.6174946
302,,,-8.980708,0.38512582
303,,,13.549508,5.4053664
304,,,13.684813,5.201908
305,,,-7.662388,3.6804192
306,,,-6.1843615,0.12252937
307,,,-9.263444,3.0183313
308,,,11.09086,4.8177857
309,,,-8.41252,1.4694774
310,,,-8.387361,3.4703386
311,,,-8.690452,0.31826824
312,,,10.787058,3.7612143
313,,,11.938637,5.7255597
314,,,11.440758,5.1321487
315,,,-8.201847,0.35575876
316,,,-8.13782,1.3282818
317,,,-8.683592,0.16110069
318,,,-9.743285,3.6564422
319,,,-8.518327,0.20870034
320,,,-8.859091,-0.24032377
321,,,13.290525,5.170786
322,,,-8.577691,1.2510687
323,,,-6.3589153,0.03570243
324,,,11.04257,4.887808
325,,,-5.9048314,0.9205439
326,,,-8.782801,1.3388951
327,,,-9.89918,3.4936135
328,,,-7.7794733,3.327748
329,,,-8.82115,1.6634247
331,,,-9.819683,3.7113678
332,,,14.010709,5.648436
333,,,-8.898746,2.7532072
334,,,-6.8912406,0.15622641
335,,,-7.818835,1.8413099
336,,,-9.811206,2.1990442
337,,,-9.872294,3.4479396
338,,,-8.416164,1.5306904
339,,,10.993838,3.7767153
340,,,-7.132794,-0.38563496
341,,,-7.054475,-0.56952596
342,,,-8.59214,1.0375663
343,,,-9.7175255,3.6100512
344,,,11.036791,3.687351
345,,,11.598984,5.5171447
346,,,-8.095588,2.0299752
347,,,-9.84222,1.9317348
348,,,-9.038921,1.2441214
349,,,-8.868891,-0.22008982
350,,,11.052688,4.936546
351,,,-9.470516,4.7317276
352,,,11.086276,3.7204423
353,,,11.266399,4.174806
354,,,-9.910536,3.5632288
355,,,-9.358466,4.0961742
356,,,-7.6922174,0.05974258
357,,,-8.921439,3.4333181
358,,,-7.8438497,1.9257133
359,,,-8.487743,3.5145519
360,,,13.564382,5.303081
361,,,-7.791193,1.7583952
362,,,-9.142965,3.2110152
363,,,-8.617723,3.640925
364,,,-8.960514,-0.16093315
